code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
0034,MMAG HOLDINGS BERHAD,Technology,2019-03-01,10,0.32,0.12,0.4,0.1545,-8.0,-0.04,-12.5,0.0,0.0,-24.6,-24.34,0.15,0.15,-15.36,-5.62,10.0,2.19,6.19,0.0,0.0,0.0,0.0,-50.89,61.5,-29.06,-69.99,-50.89,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+10,1+2+3+4+5+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+5+6+7+8+9+10,5,75,-0.09,-0.04,-1,-25
0035,OPCOM HOLDINGS BERHAD,Telecommunications & Media,2019-03-01,9,0.47,0.195,0.84,0.5376,-36.0,-0.01,-2.13,0.0,0.0,-2.42,0.51,0.0,0.0,17.89,6.23,35.33,20.78,16.72,0.0,-60.66,-30.76,-22.94,7.91,5.35,5.77,5.24,0.0,2.25,3.39,2.52,0.0,41.22,1,0,0,1+3+6+7,+,1+2+3+6+7+8,2+6,36,75,0.13,0.0,30,4
0036,KEY ALLIANCE GROUP BERHAD,Technology,2019-03-01,9,0.085,0.01,0.14,0.1247,-5.0,-0.02,-23.53,0.0,0.0,-13.07,-9.32,0.17,0.01,-16.96,-7.5,3.0,-2.25,3.0,0.0,0.0,0.0,0.0,-62.19,64.79,-42.62,-43.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+6+7+8+9,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+3+4+5,78,44,0.03,-0.01,11,-5
0037,RGB INTERNATIONAL BHD,Consumer Products & Services,2018-12-01,10,0.14,0.1,0.225,0.17,5.0,0.03,21.43,0.0,2.14,15.12,15.81,0.02,0.03,-13.22,-4.5,28.0,11.75,14.88,16.76,16.76,35.4,0.0,-12.49,34.43,9.7,7.65,-12.49,1.1,3.66,2.19,1.1,10.45,0,0,1,2+6+7+8+9+10,8+9+10,6+7+8+9+10,+,170,379,-0.06,0.02,105,47
0038,PLASTRADE TECHNOLOGY BERHAD,Industrial Products & Services,2018-12-01,6,0.2,0.05,0.245,0.1543,-24.0,-0.01,-5.0,0.0,0.0,-5.51,-16.32,0.01,0.02,-1.02,-6.5,27.5,10.5,18.5,0.0,0.0,0.0,0.0,-4.33,13.27,-13.44,-6.68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5,1+2,1+2+3+4+5,1+2+3,63,47,0.01,-0.03,4,-4
0040,OPENSYS (M) BERHAD,Technology,2018-12-01,10,0.365,0.26,0.455,0.22,10.0,0.04,10.96,0.02,4.11,17.14,18.68,0.2,0.24,9.36,8.0,17.0,12.5,13.93,11.2,11.2,16.93,15.8,6.78,2.91,7.34,6.94,6.78,2.99,2.05,2.5,2.99,47.27,1,0,0,1+9+10,+,3+9+10,5,32,95,0.01,0.03,13,21
0041,MSCM HOLDINGS BERHAD,Technology,2019-03-01,10,0.11,0.04,0.25,0.2202,-5.0,-0.02,-18.18,0.0,0.0,-10.4,-54.66,0.0,0.0,-3.36,-9.17,14.75,2.79,9.07,0.0,0.0,0.0,0.0,4.15,13.18,-7.86,-6.03,4.15,1.66,0.0,1.36,1.66,0.0,0,0,0,1+2+5+6+9+10,1+2+4,1+2+3+4+5+6+8+9+10,2+6+10,23,10,0.04,-0.05,0,1
0048,ANCOM LOGISTICS BERHAD,Trad/Serv,2019-05-01,9,0.075,0.03,0.09,0.05,203.0,0.0,0.0,0.0,0.0,0.8,-1.45,0.33,0.2,2.82,-10.5,16.0,2.75,7.89,0.0,0.0,0.0,0.0,5.44,11.7,-3.17,-1.9,0.0,8.05,0.0,0.0,0.0,138.12,0,0,0,3+5+6+7,1+2+3+4,1+2+3+4+5+6+7+8,5+9,62,30,0.03,0.0,-13,3
0053,OSK VENTURES INTERNATIONAL BERHAD,Financial Services,2019-12-01,10,0.385,0.3,0.58,0.83,-6.0,-0.07,-18.18,0.0,0.0,-7.86,3.46,0.0,0.0,19.46,-46.0,19.17,-13.42,9.48,0.0,-9.65,0.0,0.0,-4.4,21.78,0.56,1.64,-4.4,2.36,4.1,2.46,2.36,5.19,0,0,0,2+4+6+9,2+5+6+9+10,1+2+4+5+6+8+9+10,1+3+4+7+9,15,6,-0.11,0.03,13,-6
0055,SERSOL BERHAD,Industrial Products & Services,2018-12-01,9,0.125,0.05,0.155,0.07,-51.0,-0.0,-0.0,0.0,0.0,-3.57,-4.63,0.0,0.01,-9.45,-24.5,-9.0,-16.75,,0.0,0.0,0.0,0.0,-5.82,3.6,-1.96,-4.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+7,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+3+4+5+6+8+9,25,18,-0.02,0.0,-2,0
0056,GRAND-FLO BERHAD,Technology,2018-12-01,10,0.25,0.165,0.3,0.2,44.0,0.01,4.0,0.0,2.0,2.85,4.72,0.01,0.01,8.39,-12.0,26.0,7.0,12.38,0.0,-23.76,-16.31,0.0,8.14,6.76,3.51,6.95,8.14,2.54,2.67,3.47,2.54,19.05,0,0,0,1+2+3+5+10,3,1+2+3+5+7+10,3+4+5,47,82,0.01,0.01,3,23
0059,ECOBUILT HOLDINGS BERHAD,Telecommunications & Media,2019-05-01,10,0.135,0.075,0.235,0.3537,19.0,0.01,7.41,0.0,0.0,2.04,3.65,0.02,0.03,12.78,-25.0,20.0,-2.5,10.51,4.75,-23.82,-22.47,4.75,9.84,6.13,6.33,9.5,9.84,1.0,0.91,1.52,1.0,0.0,0,0,0,1+3+6+9+10,2,1+2+4+5+6+9+10,1+2+10,16,62,0.01,0.02,0,-23
0060,VORTEX CONSOLIDATED BERHAD,Technology,2019-03-01,9,0.075,0.02,0.27,0.2813,-8.0,-0.01,-13.33,0.0,0.0,-3.16,0.4,0.4,0.0,-11.5,-7.5,10.0,1.25,10.0,0.0,0.0,0.0,0.0,-37.23,37.33,3.33,-10.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+9,2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,2+3+4+5+6+7+8,8,156,-0.04,0.0,1,12
0064,EFFICIENT E-SOLUTIONS BERHAD,Industrial Products & Services,2018-12-01,10,0.125,0.05,0.205,0.17,-11.0,-0.01,-8.0,0.0,0.0,-6.76,-5.37,0.0,0.0,-62.05,-32.5,35.5,1.5,15.94,0.0,0.0,0.0,0.0,6.38,8.66,-2.88,3.73,6.38,0.0,0.0,0.0,0.0,8.25,0,0,0,4+7+8+9+10,1+2+3,1+2+3+7+8+9+10,1+2+3+9,65,4,0.03,-0.01,36,-5
0065,EXCEL FORCE MSC BERHAD,Technology,2018-12-01,10,0.53,0.23,0.745,0.16,50.0,0.01,1.89,0.01,1.89,6.63,14.2,0.0,0.0,34.2,13.67,160.0,86.84,51.22,0.0,-16.3,-8.79,-6.65,2.87,1.76,1.57,1.75,2.87,2.18,1.57,1.35,2.18,73.12,1,0,1,3+10,+,1+2+3+4+7+9+10,+,12,23,0.03,0.01,2,13
0069,VIVOCOM INTL HOLDINGS BERHAD,Technology,2018-12-01,6,0.025,0.015,0.025,0.08,150.0,0.0,0.0,0.0,0.0,0.25,-15.02,0.02,0.02,0.18,-1.0,16.0,7.5,14.38,0.0,0.0,0.0,0.0,-14.32,38.45,-31.25,-18.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6,1,1+2+5+6,1+2+3,120,121,0.02,-0.02,24,-39
0072,AT SYSTEMATIZATION BERHAD,Industrial Products & Services,2019-03-01,8,0.055,0.015,0.095,0.1168,-7.0,-0.01,-18.18,0.0,0.0,-6.34,-12.92,0.21,0.17,-18.05,-8.0,7.0,-0.5,5.75,0.0,0.0,0.0,0.0,-34.88,65.91,-29.62,-20.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+6+7+8,1+2+3+4+7+8,1+2+3+4+5+6+7+8,1+2+3+4+6+7,37,21,0.0,-0.02,3,-5
0074,GREEN OCEAN CORPORATION BERHAD,Consumer Products & Services,2019-03-01,8,0.11,0.075,0.15,0.0529,-5.0,-0.02,-18.18,0.0,0.0,-45.18,9.16,0.0,0.0,-5.4,-22.0,11.5,-5.25,11.5,81.71,81.71,0.0,0.0,-5.16,10.72,-4.24,-2.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+6+7+8,2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7,144,361,-0.01,0.01,1,-11
0075,LYC HEALTHCARE BERHAD,Technology,2019-03-01,10,0.43,0.12,0.49,0.06,-19.0,-0.02,-4.65,0.0,0.0,-36.83,-27.46,1.28,0.61,-13.47,-25.5,15.0,-5.25,15.0,0.0,0.0,0.0,0.0,-6.85,9.3,-5.07,-5.9,-6.85,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8,49,8,0.01,-0.02,3,-4
0078,GD EXPRESS CARRIER BERHAD,Transportation & Logistics,2019-06-01,10,0.445,0.115,0.39,0.09,121.0,0.0,0.0,0.0,0.56,4.11,6.99,0.03,0.04,11.02,26.5,154.0,90.25,95.0,3.46,-4.46,3.46,27.62,0.68,1.15,1.79,1.35,0.68,0.0,0.0,0.0,0.0,37.02,1,0,1,+,+,2+3,+,82,314,0.0,0.01,10,26
0079,ORION IXL BERHAD,Technology,2019-06-01,8,0.065,0.03,0.155,0.1459,-18.0,-0.0,-0.0,0.0,0.0,-2.4,1.74,0.0,0.0,-14.01,-19.0,-7.5,-13.25,,8.8,0.0,8.8,-9.61,-4.17,4.71,-7.22,-5.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+7,2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,7,6,-0.01,0.0,0,-4
0080,STRAITS INTER LOGISTICS BERHAD,Trad/Serv,2019-12-01,6,0.185,0.13,0.26,0.17,17.0,0.01,5.41,0.0,0.0,6.41,7.23,0.03,0.03,-58.12,-15.5,26.0,5.25,23.5,262.76,262.76,0.0,0.0,1.06,3.87,4.28,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,+,4+5+6,2+3+4+5+6,2+3+4+5+6,3,663,-0.01,0.01,-1,12
0081,MEGA SUN CITY HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.1,0.035,0.18,0.3,-27.0,-0.0,-0.0,0.0,0.0,-1.23,1.63,0.0,0.02,7.54,-1.2,24.0,11.4,11.01,21.77,-39.59,-39.44,21.77,-4.1,339.57,5.0,5.39,-4.1,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+8+9+10,8+9+10,1+2+3+4+5+7+8+9+10,2+5+8+9+10,12,5,-0.13,0.0,0,4
0082,GREEN PACKET BERHAD,Telecommunications & Media,2018-12-01,10,0.935,0.31,1.65,0.29,-20.0,-0.05,-5.35,0.0,0.0,-16.1,-35.33,0.97,1.49,-13.0,-15.75,8.22,-3.76,5.65,0.0,0.0,0.0,0.0,-22.33,36.82,0.08,-16.19,-22.33,1.68,0.0,0.0,1.68,0.0,0,0,0,2+3+7+8+9+10,1+2+4+5+6+7+8,1+2+3+4+5+6+7+8+9+10,1+6+7+8+9+10,99,399,0.38,-0.08,0,-47
0083,NOTION VTEC BERHAD,Technology,2019-09-01,10,0.77,0.273,0.92,1.2655,16.0,0.05,6.49,0.01,1.3,3.75,1.83,0.11,0.13,7.11,-12.83,53.5,20.34,21.9,2.33,2.33,0.0,-16.7,3.83,8.02,6.21,2.72,3.83,1.28,1.28,0.77,1.28,13.28,0,0,0,1+2+4+6+7,5+6,1+4+5+6+7+10,1,225,238,0.09,0.01,47,-17
0084,TECHFAST HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,7,0.435,0.19,0.575,0.12300000000000001,27.0,0.02,4.6,0.01,2.3,13.25,13.1,0.01,0.01,7.75,16.0,30.25,23.12,22.75,2.62,2.62,83.02,0.0,3.3,2.26,4.49,4.62,0.0,0.96,2.24,1.35,0.0,80.36,1,0,0,1+5+6,+,1+5+6,5,20,29,0.0,0.02,3,2
0085,MLABS SYSTEMS BERHAD,Technology,2018-03-01,9,0.035,0.01,0.075,0.08900000000000001,-6.0,-0.01,-28.57,0.0,0.0,-6.74,-10.94,0.0,0.0,-174.21,-10.0,-1.71,-5.86,,0.0,0.0,0.0,0.0,-17.91,16.8,-12.96,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+6+7+8+9,1,2,-0.07,-0.01,-1,-19
0086,YGL CONVERGENCE BERHAD,Technology,2018-12-01,6,0.13,0.09,0.2,0.0651,-21.0,-0.01,-7.69,0.0,0.0,-9.52,-12.81,0.0,0.0,-18.81,-33.0,-10.5,-21.75,,0.0,0.0,0.0,0.0,-3.68,4.27,-3.17,-2.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4,1+2+3+4+6,1+2+3+4+5+6,5+6,7,3,-0.01,-0.01,-1,2
0089,TEX CYCLE TECHNOLOGY (M) BERHAD,Industrial Products & Services,2019-12-01,10,0.275,0.14,0.49,0.4151,14.0,0.02,7.27,0.01,2.18,4.79,4.81,0.08,0.08,31.76,9.67,50.0,29.84,21.06,8.12,-31.08,8.12,-2.67,5.96,2.35,5.72,5.04,5.96,0.67,1.96,1.35,0.67,17.1,1,0,1,1+7+8+10,+,1+2+3+6+10,+,16,31,0.02,0.02,3,11
0091,DAYA MATERIALS BERHAD,Energy,2018-12-01,10,0.005,0.005,0.015,-0.0844,0.0,-0.01,-200.0,0.0,0.0,12.32,0.0,0.0,0.0,-10.06,-10.5,19.0,4.25,13.88,0.0,0.0,0.0,0.0,-105.11,239.39,-351.11,-216.44,-105.11,0.0,0.0,0.0,0.0,6.95,0,0,0,1+2+3+7+9+10,1+2+3+4+5,1+2+3+4+5+6+8+9+10,3+5+6+9,188,282,0.02,-0.08,7,3
0092,MTOUCHE TECHNOLOGY BERHAD,Telecommunications & Media,2019-06-01,9,0.065,0.05,0.205,0.1407,-2.0,-0.04,-61.54,0.0,0.0,-26.79,-25.22,0.01,0.0,-36.03,-34.0,26.0,-4.0,15.81,0.0,0.0,0.0,0.0,-41.89,80.14,-21.49,-24.9,0.0,3.87,0.0,3.33,0.0,0.0,0,0,0,2+3+4+5+6+7+9,1+3+4+6+8+9,1+2+3+4+5+6+7+8+9,1+2+3+4+9,42,27,-0.64,-0.04,-1,-11
0093,SOLUTION GROUP BERHAD,Technology,2018-12-01,9,0.075,0.045,0.13,0.1228,-24.0,-0.0,-0.0,0.0,0.0,-2.52,-8.15,0.17,0.15,7.56,-34.5,41.0,3.25,17.0,0.0,0.0,0.0,0.0,3.82,8.62,6.86,5.92,0.0,1.98,1.48,2.03,0.0,32.9,0,0,0,1+2+4+7+8,1+7,1+2+6+7+8+9,2+6,18,13,0.01,-0.01,3,5
0098,BAHVEST RESOURCES BERHAD,Consumer Products & Services,2019-03-01,9,0.405,0.225,0.73,0.2484,41.0,0.01,2.47,0.0,0.0,3.95,1.9,0.04,0.02,4.53,-110.0,102.0,-4.0,92.0,0.0,0.0,0.0,-4.88,0.01,0.72,0.73,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+6+7+9,3+4+5+6+7,1+2+3+4+5+6+7+9,2+3+4+5+6,28,65,0.0,0.0,2,16
0100,ES CERAMICS TECHNOLOGY BHD,Industrial Products & Services,2019-05-01,9,0.415,0.13,0.595,0.26,24.0,0.02,4.82,0.01,1.45,6.69,1.58,0.01,0.01,7.43,-3.0,13.5,5.25,9.92,0.0,-53.61,-24.41,0.0,3.65,14.14,2.5,5.16,0.0,1.66,4.97,2.98,0.0,8.09,0,0,0,2+7+8+9,8,2+3+8+9,1,21,32,-0.03,0.0,3,0
0101,TMC LIFE SCIENCES BERHAD,Health Care,2019-08-01,10,0.52,0.365,0.75,0.45,31.0,0.02,3.85,0.0,0.38,3.78,2.78,0.01,0.0,6.6,-47.0,92.0,22.5,61.82,16.41,24.4,16.41,-11.43,-1.22,6.49,1.83,1.7,-1.22,0.0,0.0,0.0,0.0,4.38,0,0,0,8+9+10,8+9+10,1+4+6+7+8+9+10,8,47,195,-0.01,0.01,13,30
0103,M N C WIRELESS BERHAD,Telecommunications & Media,2017-12-01,6,0.03,0.01,0.125,0.0707,-8.0,-0.0,-0.0,0.0,0.0,-5.37,-1.88,0.01,0.04,-8.12,-26.0,-8.17,-17.08,,0.0,0.0,0.0,0.0,-2.68,4.5,0.0,-0.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6,1+2+3+4+5+6,1+2+3+4+5+6,2+3+5,14,16,-0.03,0.0,1,1
0105,ASIA POLY HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.06,0.03,0.085,0.17,-5.0,-0.01,-16.67,0.0,0.0,-6.47,-3.49,0.0,0.0,6.7,-6.0,23.5,8.75,14.38,0.0,0.0,0.0,0.0,1.46,7.23,-3.09,-1.85,1.46,3.84,12.79,7.67,3.84,19.04,0,0,0,1+3+5+6+9+10,1+8,1+2+5+7+8+9+10,1+8+9+10,10,73,0.02,-0.01,-2,-3
0106,REXIT BERHAD,Technology,2019-06-01,10,0.56,0.355,0.7,0.19,12.0,0.05,8.93,0.03,5.36,24.32,21.5,0.0,0.0,33.09,8.33,21.62,14.98,15.64,0.54,0.0,16.42,0.54,6.81,1.96,5.55,6.35,6.81,5.83,4.17,3.76,5.83,88.64,1,0,1,6+8+9+10,+,1+2+3+6+8+9+10,+,18,23,0.03,0.04,5,6
0107,EDUSPEC HOLDINGS BERHAD,Technology,2017-09-01,9,0.025,0.01,0.075,0.083,37.0,0.0,0.0,0.0,0.0,0.84,-10.23,0.18,0.1,-57.77,-13.0,26.5,6.75,26.0,0.0,0.0,0.0,0.0,-8.48,17.11,-1.26,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+7+8+9,1+7+8+9,1+2+7+8+9,1+2+3+4+9,3,54,-0.06,-0.01,-6,-2
0108,N2N CONNECT BERHAD,Technology,2018-12-01,10,0.815,0.34299999999999997,0.905,0.46,31.0,0.03,3.68,0.04,4.91,5.7,6.01,0.05,0.08,-9.1,-46.0,49.5,1.75,40.54,6.1,8.42,6.1,26.14,-1.62,8.47,3.24,2.88,-1.62,1.21,2.9,2.41,1.21,39.41,0,0,0,10,8+9+10,1+5+7+8+9+10,8,12,108,-0.07,0.02,2,17
0109,SC ESTATE BUILDER BERHAD,Construction,2019-01-01,9,0.02,0.015,0.05,0.037000000000000005,-9.0,-0.0,-0.0,0.0,0.0,-5.68,4.03,0.0,0.0,-19.01,-13.0,-3.0,-8.0,,0.0,0.0,0.0,0.0,-12.98,13.29,0.0,-10.71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+5+8,3+4+5+6+7+8+9,2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,11,14,-0.01,0.0,-1,-1
0112,MIKRO MSC BERHAD,Technology,2019-06-01,10,0.175,0.13,0.245,0.1641,22.0,0.01,5.71,0.01,5.71,4.81,7.11,0.09,0.15,17.33,18.75,29.0,23.88,22.37,0.8,-26.67,-7.2,0.8,4.55,0.59,4.05,4.39,4.55,5.39,3.15,2.87,5.39,65.05,1,0,1,1+2,+,1+2+7+9,+,20,41,0.01,0.01,5,3
0113,MMS VENTURES BERHAD,Technology,2019-12-01,8,0.605,0.325,0.935,0.31,16.0,0.04,6.61,0.02,3.31,12.0,12.73,0.0,0.0,14.47,-4.5,17.88,6.69,14.12,0.0,-6.89,-5.77,0.0,3.78,9.97,5.71,6.64,0.0,1.98,2.28,2.79,0.0,26.29,0,0,1,1+2+5+8,8,1+2+5+7+8,+,16,43,-0.02,0.04,1,9
0118,TRIVE PROPERTY GROUP BERHAD,Technology,2019-07-01,9,0.005,0.005,0.02,0.03,-3.0,-0.0,-0.0,0.0,0.0,-6.0,-8.0,0.0,0.0,-3.6,-0.64,9.0,4.18,5.75,0.0,0.0,0.0,0.0,-7.35,54.0,-51.85,-28.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+5+6+7+8+9,1+3,1+2+3+4+6+7+8+9,1+3+4+7+8+9,32,4,0.0,0.0,0,-15
0120,VISDYNAMICS HOLDINGS BERHAD,Technology,2019-10-01,9,0.5,0.21,0.775,0.25,22.0,0.02,4.0,0.01,2.0,8.96,11.93,0.0,0.0,0.54,-28.75,44.0,7.62,23.58,8.62,-21.53,8.62,0.0,3.62,4.7,5.12,5.63,0.0,0.25,0.76,0.45,0.0,7.44,0,0,0,1+2+3+5+7+8+9,5+7,1+4+5+6+7+8+9,3+6+7+8,16,33,0.01,0.01,7,6
0127,JHM CONSOLIDATION BERHAD,Technology,2018-12-01,10,0.875,0.5,1.78,0.36,16.0,0.05,5.71,0.02,2.29,15.17,23.27,0.17,0.14,5.11,5.67,164.0,84.84,67.13,71.76,73.48,71.76,81.64,2.38,5.24,7.72,4.76,2.38,0.18,0.59,0.36,0.18,2.34,0,0,0,7+10,5+10,1+4+5+8+9+10,5+10,30,265,0.0,0.07,0,26
0136,GREENYIELD BERHAD,Consumer Products & Services,2018-07-01,8,0.12,0.07,0.165,0.162,12.0,0.01,8.33,0.0,1.67,6.23,-0.72,0.29,0.29,10.36,9.75,21.0,15.38,14.58,0.0,0.0,0.0,0.0,5.5,3.56,2.08,3.98,0.0,4.52,4.98,4.83,0.0,50.52,1,0,1,2+3+4+6,+,1+2+3+4+6,+,48,43,0.02,0.0,10,2
0138,MY E.G. SERVICES BERHAD,Technology,2017-06-01,10,1.3,0.765,1.7,0.1981,19.0,0.07,5.38,0.02,1.46,34.43,42.26,0.18,0.21,41.91,18.33,304.0,161.16,166.65,37.1,58.12,48.84,37.1,1.28,1.8,3.56,2.33,1.28,0.25,0.84,0.5,0.25,0.0,1,0,1,7+9+10,+,9+10,+,49,371,0.0,0.06,13,85
0141,WINTONI GROUP BERHAD,Technology,2015-12-01,8,0.035,0.035,0.035,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,-278.2,0.0,0.0,-12.24,-6.5,3.5,-1.5,3.5,0.0,0.0,0.0,0.0,-46.86,102.57,-104.76,-66.19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+8,1+3+4+5+6+7,1+2+3+4+5+6+7+8,2+3+4+6+8,47,5,0.0,-0.11,-17,17
0143,KEY ASIC BERHAD,Technology,2019-05-01,10,0.105,0.02,0.135,0.0286,-16.0,-0.01,-9.52,0.0,0.0,-23.43,-7.26,0.0,0.0,-75.38,-14.0,13.0,-0.5,10.0,0.0,0.0,0.0,0.0,-15.7,21.25,-5.56,-10.48,-15.7,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+7+8+9+10,1+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,95,24,0.02,0.0,0,-1
0146,JF TECHNOLOGY BERHAD,Technology,2019-06-01,9,1.79,0.7,1.95,0.1655,88.0,0.02,1.12,0.0,0.28,12.27,10.12,0.02,0.02,6.13,-18.5,75.0,28.25,52.77,22.78,42.47,22.78,0.0,0.28,3.91,0.95,0.91,0.0,1.21,0.47,0.93,0.0,29.43,0,0,0,1+8,6+7,2+4+6+7+8,1+7,11,23,0.01,0.01,4,0
0147,INNITY CORPORATION BERHAD,Telecommunications & Media,2018-12-01,9,0.495,0.29,0.5,0.2582,55.0,0.01,2.02,0.0,0.0,3.49,4.22,0.0,0.0,1.94,14.5,69.5,42.0,31.63,10.13,-20.76,-9.81,10.13,3.16,2.29,2.77,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,9,2+5+7+8+9,2+9,23,107,0.0,0.01,-1,8
0150,FINTEC GLOBAL BERHAD,Trad/Serv,2019-03-01,9,0.05,0.02,0.095,0.4364,0.0,0.17,340.0,0.0,0.0,38.61,-33.64,0.0,0.0,-91.53,-10.0,3.5,-3.25,3.5,0.0,0.0,0.0,0.0,-65.06,95.06,-32.9,-66.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+7+9,1+4+5+6+7+8,1+3+4+5+6+7+8+9,1+2+3+4+5+6+7+9,2,15,0.0,-0.07,-2,-27
0151,KELINGTON GROUP BERHAD,Industrial Products & Services,2018-12-01,10,1.11,0.59,1.43,0.4988,14.0,0.08,7.21,0.02,1.8,15.44,19.19,0.13,0.01,4.88,-28.5,34.0,2.75,17.23,54.95,0.0,54.95,-15.99,5.97,4.47,4.95,3.65,5.97,1.99,1.19,2.11,1.99,62.03,0,0,0,2+7+10,4,3+4+6+7+9+10,5+7+9,64,350,0.05,0.07,4,8
0152,DGB ASIA BERHAD,Technology,2015-09-01,6,0.025,0.015,0.195,0.05,-1.0,-0.02,-80.0,0.0,0.0,-35.2,-23.05,0.0,0.0,-5.13,-8.0,-2.38,-5.19,,0.0,0.0,0.0,0.0,-17.33,15.56,-24.0,-20.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4,1+2+3+4,1+2+3+4+5+6,1+2+3+5+6,15,6,0.0,-0.02,0,-11
0153,OVERSEA ENTERPRISE BERHAD,Consumer Products & Services,2019-03-01,7,0.13,0.09,0.15,0.22,-11.0,-0.01,-7.69,0.0,0.0,-5.27,-8.0,0.04,0.03,-0.32,-16.5,15.5,-0.5,15.5,0.0,0.0,0.0,0.0,-5.21,7.41,-9.5,-6.91,0.0,0.73,0.0,1.03,0.0,21.43,0,0,1,1+2+3+4+5+6+7,1+2+3+6,1+2+3+4+5+6+7,+,67,55,-0.01,-0.02,2,1
0154,EA HOLDINGS BERHAD,Technology,2019-03-01,8,0.02,0.005,0.02,0.03,-2.0,-0.01,-50.0,0.0,0.0,-29.0,-29.85,0.01,0.01,-31.44,-8.5,20.0,5.75,15.0,0.0,0.0,0.0,0.0,-7.13,23.29,-22.22,-15.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+5+8,1+2+4,1+2+3+4+5+7+8,2+3+4,37,27,0.02,-0.01,1,11
0155,MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,Health Care,2019-06-01,10,0.355,0.10400000000000001,0.6,12.42,2.0,0.2,56.34,0.22,61.97,1.65,-21.51,0.0,0.39,-2.79,-12.5,46.0,16.75,27.32,0.0,0.0,0.0,0.0,-5.94,9.84,-9.32,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+7+8+9+10,1+2+6+7+8,1+2+3+4+5+6+7+8+9+10,1+2+5+6+7+8+10,17,28,0.16,-0.04,0,-1
0159,ASIA MEDIA GROUP BERHAD,Telecommunications & Media,2018-12-01,8,0.05,0.03,0.09,-1.69,-4.0,-0.01,-20.0,0.0,0.0,0.78,-222.16,0.0,0.0,-156.46,-3.25,14.5,5.62,4.67,0.0,0.0,0.0,0.0,-12.43,217.49,-35.12,-131.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+5+6+8,1+3+4+5,1+2+3+4+5+6+7+8,1+3+6+7,37,13,0.28,-0.11,44,-3
