code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
7609,AJIYA BERHAD,Industrial Products & Services,2019-11-01,10,0.38,0.2,0.53,1.19,15.0,0.03,7.89,0.0,0.0,2.11,1.46,0.0,0.0,4.45,7.12,38.83,22.98,23.38,0.0,-43.92,-21.09,-14.13,5.44,3.32,8.47,7.47,5.44,0.95,1.68,1.39,0.95,15.84,1,0,1,1+3+4,+,1+3+6+8+9+10,+,330,325,0.07,0.02,16,14
7617,MAGNA PRIMA BERHAD,Property,2018-12-01,10,0.8,0.7,1.25,1.46,-8.0,-0.1,-12.5,0.0,0.0,-6.69,-9.9,0.0,0.25,-8.62,-25.75,46.75,10.5,21.12,0.0,0.0,0.0,0.0,7.35,28.16,-2.54,15.29,7.35,1.6,1.86,2.06,1.6,6.95,0,0,0,1+2+3+6+7+9+10,1+5+9,1+2+3+4+5+8+9+10,5+6+7+8+9,192,33,0.03,-0.17,41,31
7668,HAI-O ENTERPRISE BERHAD,Consumer Products & Services,2019-04-01,10,1.92,1.12,2.77,1.02,18.0,0.11,5.73,0.06,3.13,10.67,15.45,0.01,0.0,14.4,14.31,25.11,19.71,19.31,3.79,9.64,3.79,-2.48,5.32,0.86,5.59,5.15,5.32,3.86,4.44,4.22,3.86,60.31,1,0,1,1+5+6+9+10,+,1+5+6+9+10,+,511,325,0.24,0.16,69,29
7676,GUNUNG CAPITAL BERHAD,Transportation & Logistics,2018-12-01,8,0.565,0.255,0.655,0.386,-16.0,-0.03,-5.31,0.0,0.0,-8.89,-0.21,0.02,0.02,5.24,-47.5,13.8,-16.85,11.57,0.0,0.0,0.0,0.0,3.6,6.05,-2.05,1.14,0.0,0.78,0.0,0.47,0.0,3.66,0,0,0,1+4,1+2+3,1+2+3+4+5+6,1,76,28,0.05,0.0,41,-8
7692,WIDETECH (MALAYSIA) BERHAD,Industrial Products & Services,2019-03-01,10,0.55,0.43,0.7,0.85,20.0,0.03,5.45,0.0,0.0,3.32,4.28,0.06,0.07,1.53,-48.0,24.5,-11.75,18.15,12.59,12.59,0.0,0.0,-0.73,12.51,5.59,7.15,-0.73,0.0,0.0,0.0,0.0,0.0,0,0,1,3+4+5+8+9+10,6+8+9+10,1+3+4+5+6+7+8+9+10,+,10,8,-0.03,0.03,6,1
7722,ASIA BRANDS BERHAD,Consumer Products & Services,2019-03-01,10,0.445,0.35,0.58,0.86,9.0,0.05,11.24,0.0,0.0,5.55,3.2,0.03,0.0,-1.76,-4.89,129.5,62.3,26.58,0.0,0.0,-34.27,-11.79,-4.43,23.54,-22.67,-20.84,-4.43,1.56,0.0,0.31,1.56,3.59,0,0,0,2+3+4+7+9+10,2+3+4,1+2+3+4+5+7+10,1+4+8,137,158,0.17,0.04,25,-3
7757,UPA CORPORATION BHD,Consumer Products & Services,2018-12-01,10,1.89,1.74,2.3,3.33,14.0,0.14,7.41,0.08,4.23,4.18,3.56,0.0,0.0,18.46,4.61,19.73,12.17,9.41,0.0,-21.92,-5.75,-5.91,12.31,4.42,14.47,12.75,12.31,5.21,3.63,3.69,5.21,40.89,1,0,1,3+7+8+10,+,1+6+8+9+10,+,19,157,0.2,0.11,16,14
7765,RAPID SYNERGY BERHAD,Property,2018-12-01,10,5.54,5.43,6.17,1.37,119.0,0.05,0.9,0.0,0.0,3.39,0.4,0.88,0.86,0.05,-285.0,593.0,154.0,225.42,20.5,0.0,-27.13,20.5,-0.07,2.0,0.11,-0.22,-0.07,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+6+10,3+4+7+9,1+2+3+4+6+7+8+9+10,7+10,15,31,0.06,0.01,-6,12
7773,EP MANUFACTURING BHD,Industrial Products & Services,2018-12-01,10,0.28,0.21,0.37,1.66,-3.0,-0.09,-32.14,0.0,0.0,-5.54,-4.18,0.15,0.2,1.34,-5.0,16.67,5.84,7.99,0.0,0.0,0.0,0.0,4.06,22.79,-27.61,-11.96,4.06,3.33,0.67,3.13,3.33,18.08,0,0,1,1+3+4+6+7+8+10,1+2+3,1+2+3+4+6+7+10,+,468,471,0.04,-0.07,110,50
7803,RUBBEREX CORPORATION (M) BERHAD,Industrial Products & Services,2018-12-01,9,2.36,0.42,2.52,0.81,58.0,0.04,1.69,0.02,0.85,5.05,-21.21,0.02,0.06,0.87,-2.57,23.0,10.22,13.96,0.0,0.0,0.0,0.0,2.47,15.21,-4.82,-0.16,0.0,3.41,2.96,3.46,0.0,55.51,0,0,1,1+5+6,1,1+2+5+6+9,+,343,205,0.03,-0.21,38,44
7811,SAPURA INDUSTRIAL BERHAD,Industrial Products & Services,2019-01-01,10,0.48,0.2,0.815,1.46,15.0,0.03,6.25,0.05,10.42,2.25,3.99,0.24,0.24,4.32,3.93,17.5,10.72,8.23,0.0,-18.17,-25.33,-4.86,14.84,6.13,7.8,9.48,14.84,9.05,6.56,7.62,9.05,72.7,1,0,1,2+3+4+5+7+10,+,2+3+4+5+7+10,+,233,229,0.11,0.06,17,19
7854,TIMBERWELL BERHAD,Industrial Products & Services,2018-12-01,7,0.475,0.23,0.68,0.5828,11.0,0.04,8.42,0.02,4.21,7.7,14.45,0.04,0.0,-11.59,7.71,64.0,35.85,29.6,16.7,81.04,16.7,0.0,3.31,4.33,5.86,3.83,0.0,0.26,0.62,0.37,0.0,3.19,0,0,0,3+6,5+6+7,2+3+5+6+7,6,26,36,0.0,0.07,2,2
7889,THRIVEN GLOBAL BERHAD,Property,2019-12-01,7,0.21,0.14,0.48,0.37,7.0,0.03,14.29,0.0,0.0,8.38,8.85,0.05,0.05,5.4,-8.5,39.5,15.5,18.48,2.96,0.0,8.11,2.96,5.37,9.96,12.42,5.61,0.0,0.0,0.0,0.0,0.0,1.37,0,0,0,1+6,3,1+2+3+4+5,4+5+7,47,236,0.02,0.03,-99,9
7935,MILUX CORPORATION BERHAD,Consumer Products & Services,2018-12-01,9,0.9,0.76,0.9,0.71,-13.0,-0.07,-7.78,0.0,0.0,-9.93,-4.71,0.01,0.02,-3.08,-31.75,92.0,30.12,51.36,0.0,0.0,0.0,0.0,-6.26,9.57,-4.65,-4.29,0.0,0.66,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+8+9,1+2+3+4+5+6+7,1+2+3+4+5+6+7+8+9,2+3+5+6+8,111,78,0.11,-0.04,4,5
7943,SAND NISKO CAPITAL BERHAD,Consumer Products & Services,2018-12-01,6,0.195,0.185,0.4,0.36,-9.0,-0.02,-10.26,0.0,0.0,-5.86,-11.42,0.0,0.0,-7.77,-10.5,27.0,8.25,27.0,0.0,0.0,0.0,0.0,-19.76,16.46,-9.98,-21.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5,1+2+4+5+6,1+2+3+4+5+6,1+2+3+5,26,15,-0.02,-0.04,1,0
7986,CN ASIA CORPORATION BHD,Industrial Products & Services,2019-12-01,9,0.35,0.32,0.5,0.82,-7.0,-0.05,-14.29,0.0,0.0,-6.3,-0.03,0.01,0.01,-0.88,-35.5,13.25,-11.12,8.76,0.0,0.0,0.0,0.0,8.81,52.85,5.21,23.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+9,4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,1+2+3+5+6+7+9,14,16,-0.09,0.0,-3,-1
8044,COMPUTER FORMS (MALAYSIA) BERHAD,Industrial Products & Services,2019-03-01,8,1.06,1.06,1.2,1.1,-22.0,-0.05,-4.72,0.0,0.0,-4.47,-6.06,0.0,0.01,0.14,-52.5,95.0,21.25,44.17,0.0,0.0,0.0,0.0,-0.31,4.58,-4.48,-3.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+7+8,1+2+3+4,1+2+3+4+5+6+7+8,3+4+6,55,35,0.06,-0.07,3,2
8052,CENTRAL GLOBAL BERHAD,Industrial Products & Services,2018-12-01,9,0.38,0.3,0.595,0.53,-56.0,-0.01,-2.63,0.0,0.0,-1.28,-7.1,0.0,0.0,-1.95,-88.0,103.0,7.5,41.88,0.0,0.0,0.0,0.0,-1.18,6.95,0.68,-2.83,0.0,1.26,0.63,0.81,0.0,13.73,0,0,0,4+7+8,1+4+5+6,1+3+4+5+6+7+8,1+2+6+9,66,83,0.03,-0.04,-2,-7
