code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,Price A5,Price A10,Price B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
7154,CAELY HOLDINGS BHD,Consumer Products & Services,2020-03-01,10,1.0,-1.01,-0.0,-0.21,-0.21,0.42,0.335,0.23,0.8,0.43,-21.0,-0.02,-5.97,0.0,0.0,-3.77,-8.68,0.13,0.14,-0.71,-4.5,105.0,50.25,51.32,0.0,-1.31,11.09,-6.74,-1.68,-1.31,0.81,0.67,1.19,0.81,38.56,-16.46,-5.97,-2.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+10,1+10,1+3+6+9+10,2+3+5+6+8+9+10,58,69,-0.06,-0.05,-6,6,-0.28,-0.28,-0.28,-0.21,0,0,0.0,0.0,0.0,0.0,1.0
7167,JOHORE TIN BERHAD,Consumer Products & Services,2019-12-01,10,2.0,1.71,0.41,0.43,0.5,1.54,1.68,1.27,2.08,1.16,13.0,0.13,7.74,0.05,3.21,10.96,14.5,0.01,0.01,7.1,8.64,17.71,13.18,13.23,3.13,6.31,2.5,7.58,7.99,6.31,1.51,2.97,2.11,1.51,20.24,9.53,12.85,18.38,29.62,25.33,0.0,3.13,24.0,19.46,1,0,0,7+10,+,3+6+7+10,5+6,96,580,0.03,0.15,4,44,1.32,0.58,0.67,0.99,3,5,0.5,0.0,0.5,0.0,1.0
7168,PRG HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,1.0,-1.14,-0.0,-0.34,-0.34,0.2,0.195,0.14,0.315,0.3585,-6.0,-0.03,-15.38,0.0,0.0,-8.62,-34.18,0.17,0.23,-1.85,-20.0,96.0,38.0,60.5,0.0,-5.67,21.6,-25.0,-14.25,-5.67,1.29,0.44,0.74,1.29,51.95,0.0,7.43,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+7+9+10,1+2,1+2+3+4+6+8+10,1+2+6+7,82,132,0.01,-0.14,8,-20,-0.46,-0.46,-0.46,-0.34,0,0,0.0,0.0,0.0,0.0,1.0
7174,CAB CAKARAN CORPORATION BERHAD,Consumer Products & Services,2020-09-01,10,1.5,0.25,0.0,0.98,0.16,0.38,0.405,0.285,0.565,0.66,39.0,0.01,2.47,0.0,0.62,1.58,0.6,0.59,0.6,1.51,10.5,39.75,25.12,26.6,0.0,3.75,3.55,2.77,4.07,3.75,0.36,1.19,0.71,0.36,3.26,4.04,13.51,12.71,-29.67,-9.15,0.0,-64.09,-34.16,-13.6,0,0,1,1+10,9,1+2+3+7+8+9,+,491,1680,0.03,0.0,23,50,280.44,1.31,0.22,210.33,0,0,0.5,0.0,1.0,0.0,0.0
7176,TPC PLUS BERHAD,Consumer Products & Services,2019-12-01,9,2.0,-0.48,-0.0,-3.81,-0.52,0.26,0.23,0.22,0.345,0.27,-3.0,-0.07,-30.43,0.0,0.0,-27.33,2.41,0.28,0.22,-3.39,-16.75,30.5,6.88,20.35,0.0,-1.7,9.87,0.55,2.58,0.0,0.0,0.0,0.0,0.0,0.0,37.49,24.03,16.45,-15.24,0.0,0.0,-21.96,-25.72,0.0,0,0,0,8+9,6+7+8+9,1+2+3+4+5+6+7+8+9,8,54,245,-0.01,0.01,1,3,-3.46,-5.08,-0.7,-2.6,0,0,0.5,0.0,0.5,0.0,1.0
7180,SERN KOU RESOURCES BERHAD,Consumer Products & Services,2020-06-01,9,1.5,5.12,1.6,0.11,0.2,1.35,2.22,0.785,2.5,0.68,33.0,0.07,3.15,0.0,0.0,9.93,17.15,0.09,0.16,1.9,12.38,134.0,73.19,57.14,22.91,0.39,6.09,6.56,4.28,0.0,0.0,0.0,0.0,0.0,0.0,32.04,22.35,10.62,51.07,25.88,0.0,109.51,44.35,22.91,0,0,0,5+7+8+9,7+8,5+6+7+8+9,1+2+3+7+8+9,153,300,-0.02,0.06,-3,-2,0.06,0.15,0.27,0.04,1,0,0.0,0.0,0.0,0.5,1.0
7182,EKA NOODLES BERHAD,Consumer Products & Services,2019-12-01,10,1.0,-0.0,-0.0,0.0,0.0,0.07,0.065,0.035,0.155,-0.11,-17.0,-0.0,-0.0,0.0,0.0,3.55,0.0,0.0,0.0,-25.38,-5.5,10.5,2.5,21.17,0.0,-70.78,113.61,-16.32,-81.83,-70.78,0.2,0.0,0.0,0.2,0.0,2.03,-18.63,-18.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+5+6+7+8+9+10,1+2+3+4+5+7+9,1+2+3+4+5+6+7+8+9+10,1+2+4+5+6+9+10,128,25,0.01,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
7184,G3 GLOBAL BERHAD,Consumer Products & Services,2019-12-01,10,1.0,1.74,-0.0,-0.08,-0.08,0.4,0.2,0.16,0.885,0.06,-35.0,-0.01,-5.0,0.0,0.0,-9.5,-36.25,0.0,0.01,-58.01,-267.0,-82.0,-174.5,,0.0,-1.59,2.29,-0.29,-0.59,-1.59,0.0,0.0,0.0,0.0,0.0,-24.39,-15.63,-14.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+8+9+10,1+2+3+4+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+6+9+10,49,14,0.0,-0.01,-3,-11,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
7186,SWS CAPITAL BERHAD,Consumer Products & Services,2018-08-01,9,1.5,0.08,-0.0,-0.08,-0.08,0.58,0.52,0.38,1.0,0.4992,-45.0,-0.01,-1.92,0.0,0.0,-2.3,-1.05,0.16,0.14,0.74,-80.0,65.0,-7.5,40.3,0.0,0.83,4.09,3.26,2.33,0.0,0.31,0.51,0.56,0.0,0.0,1.53,4.1,-0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+6+8+9,1+8+9,1+3+4+6+8+9,7+9,145,131,-0.02,-0.01,-5,4,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.5,0.0,1.0
7200,TEK SENG HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,1.5,-0.14,0.0,0.76,0.76,0.63,0.595,0.23,1.44,0.6,8.0,0.08,13.45,0.0,0.0,12.67,-8.32,0.1,0.11,0.64,-13.2,9.79,-1.7,16.44,0.0,3.58,19.94,-10.86,0.08,3.58,4.19,2.58,4.37,4.19,26.92,-26.43,-5.57,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+10,1+2,1+2+3+7+8+9+10,2+9,168,174,0.03,-0.05,21,22,1.02,1.02,1.02,0.76,4,0,0.0,0.0,0.5,0.0,1.0
7202,CLASSIC SCENIC BERHAD,Consumer Products & Services,2019-12-01,10,1.0,0.73,0.0,1.36,0.88,0.95,1.55,0.6,1.65,0.77,29.0,0.05,3.23,0.05,3.23,6.87,6.67,0.0,0.0,17.53,10.9,18.1,14.5,15.7,0.0,7.77,2.43,6.91,6.6,7.77,8.53,7.98,7.14,8.53,104.3,-0.76,-0.81,2.82,-9.17,-2.67,0.0,-22.2,-9.18,-2.71,1,0,1,1+3+5+7+9+10,+,1+2+3+7+9+10,+,57,56,0.1,0.05,14,9,5.29,1.81,1.18,3.97,1,5,0.0,0.0,0.0,0.0,1.0
7203,WANG-ZHENG BERHAD,Consumer Products & Services,2019-12-01,10,1.5,0.54,0.42,0.26,0.56,0.84,0.85,0.76,1.0,1.23,23.0,0.04,4.71,0.04,5.29,3.02,5.87,0.03,0.0,4.11,9.62,17.36,13.49,13.45,10.38,10.14,4.3,7.47,7.71,10.14,4.06,3.94,3.56,4.06,38.38,-3.99,1.5,2.87,10.36,-2.06,0.0,-13.95,10.38,-4.78,1,0,0,2+3+7+10,+,2+3+6+8+9+10,4+6,239,274,0.1,0.07,8,27,1.35,0.34,0.75,1.01,2,5,0.0,0.0,0.5,0.0,1.0
7205,COCOALAND HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,2.5,1.14,0.24,0.62,0.88,1.84,2.05,1.62,2.3,1.08,23.0,0.09,4.39,0.08,3.9,8.25,14.73,0.0,0.0,11.26,10.88,14.36,12.62,13.2,2.67,5.96,2.05,8.01,7.66,5.96,3.63,6.85,4.94,3.63,51.64,-2.32,-0.52,6.67,10.27,6.14,0.0,-6.55,10.28,2.67,1,0,1,2+3+10,+,2+3+6+10,+,142,254,0.05,0.16,11,22,2.01,0.83,1.18,1.51,2,5,0.5,0.0,1.0,0.0,1.0
7208,EURO HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,9,1.0,-0.0,0.0,0.0,0.0,2.06,3.5,0.238,5.76,0.1923,1756.0,0.0,0.0,0.0,0.0,1.04,-18.65,0.17,0.17,-3.03,-145.0,-16.5,-80.75,,0.0,-0.75,1.89,-2.25,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,-5.51,-7.7,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+5+7+8,1+2+3+7+9,1+2+3+5+6+7+8+9,1+3+4,107,71,0.0,-0.02,2,-10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
7209,CHEETAH HOLDINGS BERHAD,Consumer Products & Services,2020-06-01,9,1.0,0.14,0.0,0.19,0.19,1.16,1.54,0.265,2.98,1.12,84.0,0.02,1.3,0.0,0.0,1.63,-2.7,0.0,0.01,3.29,-9.33,23.5,7.08,16.53,0.0,5.5,8.64,-3.57,-0.31,0.0,2.59,0.83,1.41,0.0,26.7,-4.52,-3.21,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+5+6,1,1+2+3+4+5+6+7+8+9,4+7,126,109,0.09,-0.03,10,1,0.25,0.25,0.25,0.19,0,0,0.0,0.0,0.0,0.0,1.0
7211,TAFI INDUSTRIES BERHAD,Consumer Products & Services,2019-12-01,8,1.0,2.52,-0.0,-0.9,-0.9,0.35,0.685,0.175,0.72,0.41,-6.0,-0.12,-17.52,0.0,0.0,-29.02,-8.92,0.02,0.01,-8.16,-37.0,-5.0,-21.0,39.0,0.0,-7.87,7.54,-11.93,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.37,-0.54,-2.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+6+7+8,1+2+3+4+5+7,1+2+3+4+5+6+7+8,1+2+4+5+6,36,27,-0.02,-0.05,3,-2,-1.2,-1.2,-1.2,-0.9,0,0,0.0,0.0,0.0,0.0,1.0
7215,NI HSIN RESOURCES BERHAD,Consumer Products & Services,2019-12-01,7,1.0,0.0,0.0,0.0,0.0,0.16,0.15,0.08,0.33,0.28,36.0,0.0,0.0,0.0,0.0,1.5,-6.87,0.0,0.0,-0.59,-14.0,28.0,7.0,25.38,0.0,0.2,5.46,1.18,-0.32,0.0,0.43,0.0,0.0,0.0,92.36,-6.52,-5.38,-4.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+6,1+4,1+2+3+4+5+6,1+2,55,31,0.01,-0.02,6,-1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
7216,KAWAN FOOD BERHAD,Consumer Products & Services,2019-12-01,10,2.5,3.68,0.0,1.94,1.0,1.79,1.9,1.25,2.88,0.96,24.0,0.08,4.21,0.02,1.32,8.11,3.78,0.02,0.03,13.43,22.62,69.33,45.98,35.4,0.0,4.12,1.62,3.32,3.4,4.12,0.85,1.55,1.12,0.85,22.4,4.62,7.44,9.34,-10.23,-1.07,0.0,-30.13,-14.51,-4.99,1,0,1,10,+,1+2+3+4+8+10,+,92,214,0.06,0.03,18,42,11.54,2.59,1.33,8.65,2,1,0.5,0.0,1.0,0.0,1.0
7223,JADI IMAGING HOLDINGS BERHAD,Consumer Products & Services,2020-03-01,8,1.0,-0.05,-0.0,-0.15,-0.15,0.07,0.115,0.03,0.165,0.11,-5.0,-0.02,-17.39,0.0,0.0,-21.82,-28.05,0.17,0.12,-13.79,-5.5,10.5,2.5,10.5,0.0,-15.37,28.93,-34.63,-24.59,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-7.57,-5.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+7+8,1+2+3+5,1+2+3+4+5+6+7+8,1+2+3,78,47,0.0,-0.03,8,-9,-0.2,-0.2,-0.2,-0.15,0,0,0.0,0.0,0.0,0.0,1.0
7230,TOMEI CONSOLIDATED BERHAD,Consumer Products & Services,2020-12-01,10,1.5,2.3,0.82,1.85,1.52,0.9,0.85,0.42,1.88,1.77,4.0,0.22,25.88,0.02,2.35,12.71,13.83,0.03,0.03,2.29,3.89,17.0,10.44,9.52,3.71,10.98,10.87,15.03,13.87,10.98,2.04,1.4,0.84,2.04,12.3,-3.62,2.04,4.48,0.0,3.84,0.0,24.77,0.0,3.71,0,0,0,2+3+5+6+7,6+8,3+5+6+7+8+9,7+9+10,505,552,0.23,0.22,-31,21,0.89,2.47,2.03,0.67,5,3,0.0,0.0,0.5,0.0,1.0
7234,MESB BERHAD,Consumer Products & Services,2020-06-01,10,1.0,-2.65,-0.0,-1.58,-1.58,0.34,0.52,0.19,0.63,0.71,-2.0,-0.21,-40.38,0.0,0.0,-29.42,-33.23,0.02,0.03,0.45,-7.25,32.5,12.62,20.11,0.0,-8.39,46.53,-60.05,-34.39,-8.39,0.0,0.0,0.0,0.0,0.0,7.88,8.02,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5+8+9+10,1+2+3,1+2+3+5+8+9+10,2+4+6+7+10,92,148,0.01,-0.31,0,15,-2.1,-2.1,-2.1,-1.58,0,0,0.0,0.0,0.0,0.0,1.0
7237,POWER ROOT BERHAD,Consumer Products & Services,2020-03-01,10,2.5,3.88,0.17,0.92,0.55,2.04,1.75,1.68,2.77,0.64,19.0,0.09,5.14,0.12,7.14,14.33,21.8,0.0,0.0,9.44,15.83,70.5,43.16,28.36,1.94,4.88,1.48,4.42,4.8,4.88,4.37,5.34,4.72,4.37,58.44,-1.11,3.84,9.71,4.74,16.17,0.0,1.94,2.68,14.34,1,0,0,2+9+10,+,3+4+7+8+9+10,10,153,386,0.03,0.12,0,89,1.28,1.23,0.73,0.96,3,5,0.5,0.0,0.5,0.5,1.0
7243,IMPIANA HOTELS BERHAD,Consumer Products & Services,2018-06-01,9,0.5,0.04,-0.0,-0.6,-0.6,0.09,0.08,0.065,0.145,0.039,-1.0,-0.08,-100.0,0.0,0.0,-217.69,-30.81,1.74,0.0,-109.15,-1.0,-0.08,-0.54,0.2,0.0,-583.02,820.37,-433.33,-684.0,0.0,14.81,0.0,0.0,0.0,0.0,2.77,-12.41,-17.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+7+8+9,1+2+3+4+5+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,39,6,0.7,-0.1,-7,-2,-0.8,-0.8,-0.8,-0.6,0,0,0.0,0.0,0.0,0.0,0.5
7246,SIGNATURE INTERNATIONAL BERHAD,Consumer Products & Services,2020-06-01,10,1.0,-0.15,-0.0,-0.11,-0.11,0.57,1.02,0.279,1.15,0.7,-74.0,-0.01,-0.98,0.0,0.0,-1.99,-3.89,0.2,0.23,6.12,-13.17,44.0,15.42,19.79,0.0,4.81,6.31,0.04,5.66,4.81,2.13,2.81,2.74,2.13,50.61,-19.43,-17.06,-2.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+9+10,1,1+2+3+4+8+9+10,1+4,116,107,0.03,-0.03,11,-3,-0.15,-0.15,-0.15,-0.11,0,0,0.0,0.0,0.0,0.0,1.0
7252,TEO SENG CAPITAL BERHAD,Consumer Products & Services,2020-12-01,10,2.0,0.53,0.08,1.3,0.17,0.89,0.795,0.71,1.25,1.05,57.0,0.01,1.26,0.06,7.55,1.33,1.36,0.21,0.21,6.53,6.45,100.0,53.22,44.21,7.53,8.87,4.64,9.0,6.82,8.87,1.98,2.53,2.04,1.98,15.79,4.2,2.98,10.21,-36.63,-11.26,0.0,7.53,-35.99,-11.07,1,0,1,1+4+8+10,+,1+4+5+6+8+9+10,+,207,478,0.07,0.01,23,32,0.08,1.73,0.23,0.06,0,5,0.0,0.0,1.0,0.0,1.0
7315,AHB HOLDINGS BERHAD,Consumer Products & Services,2020-09-01,10,1.0,-0.21,-0.0,-0.22,-0.22,0.18,0.15,0.065,0.405,0.115,-5.0,-0.03,-20.0,0.0,0.0,-25.22,-23.68,0.16,0.16,-19.04,-5.0,19.0,7.0,12.75,0.0,-4.74,29.3,-3.89,4.87,-4.74,0.0,0.0,0.0,0.0,0.0,-10.6,-2.92,-8.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+6+7+8+9+10,1+6+7,1+2+4+5+6+7+8+9+10,1+3+5+7+10,25,10,0.02,-0.04,0,-2,-0.3,-0.3,-0.3,-0.22,0,0,0.0,0.0,0.0,0.0,1.0
7412,SHH RESOURCES HOLDINGS BERHAD,Consumer Products & Services,2020-06-01,10,1.0,-0.03,-0.0,-0.09,-0.09,0.75,1.46,0.32,1.62,1.38,-124.0,-0.01,-0.68,0.0,0.0,-0.86,-4.04,0.09,0.1,0.66,-7.7,14.0,3.15,9.85,0.0,-5.12,17.66,-25.9,-11.97,-5.12,2.66,2.45,3.66,2.66,15.05,-2.81,-0.13,-1.91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+6+8+10,1+2+3+9+10,1+2+3+4+6+8+9+10,1+2+3+4+10,93,104,-0.03,-0.05,-3,-1,-0.12,-0.12,-0.12,-0.09,0,0,0.0,0.0,0.0,0.0,1.0
7439,TECK GUAN PERDANA BERHAD,Consumer Products & Services,2020-01-01,10,1.0,3.17,0.0,1.5,1.5,1.08,1.26,0.8,1.64,1.5066,6.0,0.2,15.87,0.0,0.0,13.53,6.24,0.22,0.27,0.3,4.37,27.33,15.85,15.8,0.0,2.62,27.58,5.01,9.54,2.62,0.0,0.0,0.0,0.0,0.0,-10.15,0.72,12.57,0.0,0.0,0.0,-35.87,0.0,0.0,0,0,0,1+2+5+8+10,3+6+8,2+3+5+6+7+8+9+10,1+4+5+9+10,167,274,0.16,0.08,-2,-26,45.9,2.0,2.0,34.42,5,0,0.0,0.0,0.0,0.0,1.0
7668,HAI-O ENTERPRISE BERHAD,Consumer Products & Services,2020-04-01,10,2.0,2.39,0.26,1.51,2.57,1.88,2.2,1.6,2.44,1.06,16.0,0.13,5.91,0.1,4.55,12.72,10.68,0.01,0.01,14.46,15.64,21.17,18.4,18.17,2.03,5.38,0.91,5.89,5.58,5.38,4.15,5.8,4.85,4.15,71.74,-14.61,0.97,-6.84,1.83,-7.44,0.0,-18.25,2.03,-7.16,1,0,1,1+2+6+7+10,+,1+2+6+7+10,+,223,252,0.09,0.11,14,36,8.1,2.01,3.43,6.07,3,5,0.0,0.0,1.0,0.0,1.0
7722,ASIA BRANDS BERHAD,Consumer Products & Services,2020-03-01,10,1.5,0.18,0.92,0.17,0.92,0.53,0.66,0.3,0.985,0.91,12.0,0.05,7.58,0.0,0.0,5.87,4.39,0.18,0.18,-1.12,-4.89,12.0,3.56,35.11,18.46,-4.97,23.16,-1.01,-19.18,-4.97,1.22,0.0,0.0,1.22,3.59,4.26,-10.83,2.96,39.44,-0.87,0.0,0.0,18.46,-13.41,0,0,0,3+4+5+8+10,3+4+5,1+2+3+4+5+6+8+10,2+5+9,130,188,0.23,0.04,15,22,0.52,0.23,1.22,0.39,3,0,0.0,0.0,0.5,0.0,1.0
7757,UPA CORPORATION BHD,Consumer Products & Services,2019-12-01,10,1.0,1.1,0.0,1.3,1.17,2.4,2.3,1.85,3.51,3.34,26.0,0.09,3.91,0.08,3.48,2.68,4.14,0.0,0.0,11.7,4.61,19.73,12.17,10.75,0.0,11.52,4.66,11.13,12.42,11.52,4.86,3.67,3.71,4.86,40.58,3.28,0.42,23.16,-5.53,-2.13,0.0,-30.17,-5.39,-3.67,1,0,1,1+4+8+9+10,+,2+7+9+10,+,129,152,0.18,0.14,20,18,14.15,1.74,1.56,10.61,2,5,0.0,0.0,0.0,0.0,1.0
7935,MILUX CORPORATION BERHAD,Consumer Products & Services,2019-12-01,9,1.0,1.6,-0.0,-0.15,-0.15,0.39,0.505,0.195,0.788,0.63,-24.0,-0.02,-3.96,0.0,0.0,-3.37,-10.54,0.01,0.02,-4.21,-114.0,-46.5,-80.25,,0.0,-1.85,1.96,-0.69,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,-4.78,1.87,-5.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+6+7+8+9,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,3+4+6+7+9,88,63,-0.07,-0.02,-4,1,-0.2,-0.2,-0.2,-0.15,0,0,0.0,0.0,0.0,0.0,1.0
7943,SAND NISKO CAPITAL BERHAD,Consumer Products & Services,2019-12-01,7,1.0,0.03,-0.0,-0.08,-0.08,0.25,0.415,0.14,0.48,0.31,-52.0,-0.01,-2.41,0.0,0.0,-2.58,-2.64,0.0,0.0,-7.18,-32.5,27.0,-2.75,27.0,0.0,-17.37,16.32,-12.24,-13.01,0.0,0.0,0.0,0.0,0.0,0.0,-21.25,-1.23,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+6,1+2+3+5+6+7,1+2+3+4+5+6+7,2+3+4+6,26,22,-0.02,-0.01,1,2,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
8079,LEE SWEE KIAT GROUP BERHAD,Consumer Products & Services,2019-12-01,10,1.0,0.61,0.61,0.16,0.33,0.71,0.98,0.44,1.27,0.36,25.0,0.04,4.08,0.02,2.55,10.86,14.8,0.1,0.16,5.72,9.33,21.25,15.29,14.04,15.2,7.81,1.91,6.72,7.89,7.81,0.62,2.06,1.24,0.62,10.47,16.55,6.8,5.14,14.51,0.0,0.0,16.63,15.2,0.0,1,0,1,4+5+7+10,+,1+8+10,+,61,102,0.01,0.05,18,11,0.21,0.22,0.44,0.16,2,4,0.0,0.0,0.0,0.0,1.0
8303,LOTUS KFM BERHAD,Consumer Products & Services,2020-09-01,10,1.5,0.12,0.0,0.08,0.08,0.22,0.26,0.138,0.388,0.08,50.0,0.01,3.85,0.0,1.92,6.5,183.25,0.18,0.21,-44.96,-3.67,27.0,11.66,27.0,0.0,-43.69,67.89,-21.19,-73.02,-43.69,0.0,0.0,0.0,0.0,0.0,94.22,4.39,-6.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+8+9+10,2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+4+5+6+7+8+10,86,55,-0.06,0.01,0,-19,0.1,0.1,0.1,0.08,2,2,0.0,0.0,0.0,0.5,1.0
8478,HWA TAI INDUSTRIES BERHAD,Consumer Products & Services,2019-12-01,6,1.5,0.16,0.0,0.08,0.08,0.39,0.435,0.25,0.685,0.3152,30.0,0.01,2.3,0.0,0.0,4.63,-9.4,0.06,0.05,-1.07,-13.67,46.5,16.42,38.33,0.0,-5.46,8.83,-7.62,-3.62,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.28,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+6,1+2+4+5+6,1+2+4+5+6,1+2,61,65,-0.06,-0.03,1,-4,0.1,0.1,0.1,0.08,0,0,0.5,0.0,0.0,0.0,1.0
8532,PERTAMA DIGITAL BERHAD,Consumer Products & Services,2020-06-01,10,1.5,-0.0,-0.0,0.0,0.0,0.32,0.39,0.1,0.765,0.3,-103.0,-0.0,-0.0,0.0,0.0,-1.27,1.76,0.0,0.0,-35.81,-1.05,68.5,33.72,27.9,0.0,57.09,126.37,-30.99,-16.48,57.09,0.0,0.0,0.0,0.0,0.0,-57.46,-41.15,-28.81,-5.4,-26.55,0.0,0.0,-5.93,-32.92,0,0,0,1+2+3+5+8+9+10,2,1+2+3+4+6+7+8+9+10,6+10,307,9,0.33,0.01,0,18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,1.0
8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD,Consumer Products & Services,2020-06-01,10,1.5,0.52,0.14,0.18,0.1,0.46,0.57,0.335,0.725,0.959,19.0,0.03,5.26,0.0,0.0,3.08,5.82,0.04,0.04,3.96,12.5,22.25,17.38,17.85,4.57,6.57,3.87,6.02,5.8,6.57,0.41,0.93,0.83,0.41,3.87,-0.11,10.59,11.67,16.93,26.41,0.0,-16.57,4.57,19.39,1,0,0,1+7+10,+,1+3+4+6+7+10,1+6+10,40,116,0.0,0.02,0,-6,1.04,0.24,0.13,0.78,3,0,0.5,0.0,0.0,0.0,1.0
8672,KAMDAR GROUP (M) BERHAD,Consumer Products & Services,2020-03-01,9,1.0,-0.2,-0.0,-0.3,-0.3,0.27,0.29,0.155,0.49,1.09,-7.0,-0.04,-13.79,0.0,0.0,-3.66,-1.13,0.24,0.23,3.04,-25.0,35.0,5.0,14.09,0.0,6.11,7.77,-0.38,0.1,0.0,2.95,0.0,2.13,0.0,0.0,-9.87,-9.55,-4.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6+9,1+3,1+2+3+4+5+9,1+3,208,109,0.07,-0.01,18,-3,-0.4,-0.4,-0.4,-0.3,0,0,0.0,0.0,0.0,0.0,1.0
8885,AVILLION BERHAD,Consumer Products & Services,2020-03-01,10,1.0,0.27,-0.0,-0.22,-0.22,0.08,0.085,0.055,0.145,0.2075,-3.0,-0.03,-35.29,0.0,0.0,-12.58,-10.36,0.29,0.25,11.04,-15.75,-2.5,-9.12,,0.0,-9.39,13.59,-25.71,-18.79,-9.39,0.0,0.0,0.0,0.0,0.0,-24.5,-18.86,-17.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+7+8+9+10,1+2+3+4+5,1+2+3+4+5+6+10,1+3,504,66,0.0,-0.02,73,0,-0.3,-0.3,-0.3,-0.22,0,0,0.0,0.0,0.0,0.0,1.0
8931,JERASIA CAPITAL BERHAD,Consumer Products & Services,2020-06-01,10,1.5,-5.37,-0.0,-7.85,-7.85,0.44,0.29,0.175,0.97,1.04,0.0,-1.03,-355.17,0.0,0.0,-99.0,-47.79,0.0,0.0,-2.42,-0.58,11.0,5.21,7.49,0.0,-3.05,56.37,-45.66,-21.96,-3.05,1.5,1.95,1.17,1.5,1.61,-6.57,-0.75,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+8,1,1+2+4+6+8+9,1+2+4+6+8,317,377,0.1,-0.72,5,-40,-10.47,-10.47,-10.47,-7.85,0,0,0.5,0.0,0.0,0.0,1.0
