code,name,Price,52w low,52w high,EPS GR min,P/E mid,DPayout avg,intrinsic,Price_A,Price_B
9679,WCT HOLDINGS BERHAD,0.47,0.245,1.22,0.0,18.31,23.99,2.91,2.18,0.57
9628,LEBTECH BERHAD,0.87,0.72,1.11,0.0,34.75,0.0,4.35,3.26,0.85
9598,PINTARAS JAYA BHD,2.7,1.8,3.43,8.18,22.1,90.73,20.47,15.35,2.34
9571,MITRAJAYA HOLDINGS BERHAD,0.215,0.15,0.385,1.9,11.36,34.11,1.37,1.03,0.23
9261,GADANG HOLDINGS BHD,0.385,0.225,0.94,20.55,-22.56,11.05,1.26,0.94,0.46
8877,EKOVEST BERHAD,0.495,0.285,0.95,17.4,81.6,30.45,2.05,1.54,0.5
8834,IREKA CORPORATION BERHAD,0.42,0.27,0.59,0.0,-0.25,0.0,2.1,1.58,0.38
8761,BREM HOLDING BERHAD,0.655,0.52,0.8,0.0,47.72,42.41,4.7,3.53,0.61
8591,CREST BUILDER HOLDINGS BERHAD,0.765,0.555,1.14,5.87,8.7,19.53,3.86,2.9,0.75
8311,PESONA METRO HOLDINGS BERHAD,0.215,0.13,0.255,0.0,14.08,27.53,1.4,1.05,0.17
8192,MERCURY INDUSTRIES BERHAD,0.61,0.42,0.83,0.0,-26.75,40.38,4.28,3.21,0.56
7595,MGB BERHAD,0.5,0.33,0.75,0.0,20.93,0.0,2.5,1.88,0.47
7528,DKLS INDUSTRIES BHD,1.6,1.38,1.9,0.0,16.46,16.97,9.36,7.02,1.55
7161,KERJAYA PROSPEK GROUP BERHAD,0.975,0.785,1.49,11.77,5.2,12.95,4.0,3.0,1.02
7145,PRINSIPTEK CORPORATION BERHAD,0.17,0.05,0.2,0.0,7.7,0.0,0.85,0.64,0.1
7078,AHMAD ZAKI RESOURCES BERHAD,0.21,0.115,0.465,10.26,42.31,22.88,0.98,0.74,0.23
7071,OCR GROUP BERHAD,0.25,0.185,0.35,0.0,-9.0,0.0,1.25,0.94,0.24
7070,VIZIONE HOLDINGS BERHAD,0.36,0.215,1.04,361.36,9.12,0.0,0.1,0.08,0.49
7047,FAJARBARU BUILDER GROUP BHD,0.29,0.14,0.45,6.43,6.5,66.54,2.01,1.51,0.24
7028,ZECON BERHAD,0.39,0.225,0.7,0.0,23.28,0.0,1.95,1.46,0.38
6807,PUNCAK NIAGA HOLDINGS BERHAD,0.2,0.09,0.4,0.0,28.94,8.05,1.08,0.81,0.19
6238,HOCK SENG LEE BERHAD,1.13,0.96,1.41,2.81,13.14,18.81,6.17,4.63,1.11
5932,BINA PURI HOLDINGS BHD,0.065,0.03,0.18100000000000002,0.0,17.5,0.0,0.3,0.22,0.08
5924,MTD ACPI ENGINEERING BERHAD,0.17,0.065,0.25,0.0,-2.92,1.58,0.86,0.64,0.13
5703,MUHIBBAH ENGINEERING (M) BHD,0.92,0.72,2.9,8.43,20.05,15.5,4.19,3.14,1.44
5622,PIMPINAN EHSAN BERHAD,0.83,0.65,0.89,58.33,37.14,0.0,1.28,0.96,0.73
5398,GAMUDA BERHAD,3.27,2.36,4.3,4.24,17.66,55.69,22.51,16.88,3.0
5268,IKHMAS JAYA GROUP BERHAD,0.05,0.01,0.29,0.0,13.25,10.22,0.28,0.21,0.1
5263,SUNWAY CONSTRUCTION GROUP BERHAD,1.85,1.25,2.2,0.65,12.55,32.05,11.98,8.98,1.56
5253,ECONPILE HOLDINGS BERHAD,0.5,0.3,0.88,0.0,36.0,21.36,3.03,2.27,0.49
5226,GABUNGAN AQRS BERHAD,0.865,0.595,1.54,0.0,-6.54,6.89,4.6,3.45,0.91
5205,EVERSENDAI CORPORATION BERHAD,0.27,0.14,0.49,7.72,8.55,13.23,1.23,0.92,0.26
5190,BENALEC HOLDINGS BERHAD,0.105,0.045,0.205,0.0,28.86,0.0,0.5,0.38,0.1
5171,KIMLUN CORPORATION BERHAD,0.67,0.51,1.46,4.84,7.17,18.74,3.46,2.6,0.82
5169,HO HUP CONSTRUCTION COMPANY BHD,0.52,0.24,0.695,4.43,5.0,0.0,2.29,1.72,0.39
5129,MELATI EHSAN HOLDINGS BERHAD,0.38,0.295,0.49,0.0,32.53,31.7,2.5,1.88,0.36
5085,MUDAJAYA GROUP BERHAD,0.305,0.145,0.555,0.0,2.12,6.41,1.6,1.2,0.28
5070,PROTASCO BERHAD,0.215,0.11,0.435,0.0,-0.39,163.5,2.9,2.17,0.22
5054,TRC SYNERGY BERHAD,0.3,0.2,0.705,17.17,29.66,44.14,1.38,1.03,0.37
5042,TSR CAPITAL BERHAD,0.23,0.18,0.49,0.0,38.96,0.0,1.15,0.86,0.28
5006,STELLA HOLDINGS BERHAD,0.75,0.65,1.35,0.0,-2.93,0.0,3.75,2.81,0.88
4723,JAKS RESOURCES BERHAD,1.08,0.62,1.57,10.99,26.5,0.0,4.0,3.0,0.93
3565,WCE HOLDINGS BERHAD,0.26,0.145,0.63,0.0,3.88,0.0,1.3,0.98,0.31
3336,IJM CORPORATION BERHAD,1.64,1.15,2.51,0.0,37.16,49.13,12.23,9.17,1.6
3204,GEORGE KENT (MALAYSIA) BERHAD,0.655,0.43,1.27,8.14,19.44,46.92,3.85,2.89,0.71
2283,ZELAN BERHAD,0.065,0.03,0.11,0.0,3.58,0.0,0.3,0.22,0.06
0198,GDB HOLDINGS BERHAD,0.605,0.275,0.795,66.94,6.15,0.0,0.83,0.62,0.45
0192,INTA BINA GROUP BERHAD,0.21,0.15,0.31,13.69,6.08,0.0,0.73,0.55,0.2
5108,ICAPITAL.BIZ BERHAD,2.02,1.85,2.47,1.07,0.02,23.7,12.11,9.08,2.05
